Date,Season,Month,WY,WYS,P301,P303,P304,D102,P300,B201,B203,B204,T003,B200
12/17/2012,1,12,2013,201301,0.3834,0.2231,0.6972,0.3334,0.3580,0.482,0.631,0.373,0.577,0.4518
12/18/2012,1,12,2013,201301,0.5000,0.3044,0.8240,0.6043,0.6255,0.523,0.529,0.389,0.589,1.0219
12/19/2012,1,12,2013,201301,0.3318,0.2239,0.5870,0.3371,0.3406,0.453,0.623,0.432,0.508,1.0041
12/20/2012,1,12,2013,201301,0.3063,0.2084,0.5841,0.3018,0.3016,0.426,0.564,0.432,0.507,0.7080
12/21/2012,1,12,2013,201301,0.2948,0.2076,0.5818,0.2846,0.2877,0.414,0.552,0.432,0.501,0.5938
12/22/2012,1,12,2013,201301,0.3552,0.2335,0.7054,0.6081,0.4478,0.448,0.565,0.432,0.514,0.5567
12/23/2012,1,12,2013,201301,0.3722,0.2457,0.7167,0.8453,0.5092,0.510,0.584,0.432,0.640,0.6602
12/24/2012,1,12,2013,201301,0.7100,0.4886,1.0725,2.0200,1.1482,0.749,0.648,0.432,0.814,1.2529
12/25/2012,1,12,2013,201301,0.4505,0.3403,0.7169,0.8101,0.5651,0.541,0.592,0.432,0.748,0.6690
12/26/2012,1,12,2013,201301,0.4094,0.2769,0.7057,0.6309,0.4796,0.521,0.594,0.432,0.749,0.6366
12/27/2012,1,12,2013,201301,0.3698,0.2634,0.6577,0.5197,0.4128,0.491,0.571,0.432,0.659,0.5407
12/28/2012,1,12,2013,201301,0.3532,0.2581,0.6382,0.4664,0.3825,0.476,0.561,0.432,0.586,0.5410
12/29/2012,1,12,2013,201301,0.3503,0.2425,0.6375,0.4396,0.3683,0.476,0.559,0.432,0.577,0.4731
12/30/2012,1,12,2013,201301,0.3400,0.2425,0.6250,0.4128,0.3520,0.471,0.550,0.432,0.555,0.5122
12/31/2012,1,12,2013,201301,0.3286,0.2427,0.6073,0.3907,0.3363,0.463,0.538,0.432,0.532,0.5238
1/1/2013,2,1,2013,201302,0.3272,0.2298,0.6085,0.3844,0.3343,0.460,0.537,0.432,0.538,0.4772
1/2/2013,2,1,2013,201302,0.3334,0.2413,0.6048,0.3852,0.3381,0.466,0.536,0.432,0.538,0.4624
1/3/2013,2,1,2013,201302,0.3213,0.2261,0.5894,0.3774,0.3374,0.476,0.532,0.432,0.541,0.4618
1/4/2013,2,1,2013,201302,0.3169,0.2083,0.5654,0.3654,0.3332,0.463,0.533,0.395,0.533,0.4501
1/5/2013,2,1,2013,201302,0.3203,0.2036,0.5700,0.3665,0.3284,0.447,0.555,0.338,0.535,0.4415
1/6/2013,2,1,2013,201302,0.3498,0.1989,0.5750,0.3706,0.3295,0.446,0.584,0.341,0.538,0.4488
1/7/2013,2,1,2013,201302,0.3379,0.2088,0.5601,0.3577,0.3175,0.432,0.602,0.333,0.520,0.4338
1/8/2013,2,1,2013,201302,0.3388,0.2116,0.5712,0.3714,0.3141,0.439,0.746,0.336,0.541,0.4418
1/9/2013,2,1,2013,201302,0.3576,0.2286,0.5902,0.4127,0.3363,0.461,0.898,0.342,0.547,0.4607
1/10/2013,2,1,2013,201302,0.3651,0.2243,0.5953,0.4374,0.3545,0.454,0.645,0.347,0.535,0.5252
1/11/2013,2,1,2013,201302,0.3341,0.2274,0.5543,0.3811,0.3187,0.450,0.507,0.333,0.487,0.5205
1/12/2013,2,1,2013,201302,0.3278,0.2217,0.5437,0.3622,0.3031,0.450,0.476,0.326,0.480,0.4475
1/13/2013,2,1,2013,201302,0.3223,0.2119,0.5318,0.3489,0.3037,0.450,0.583,0.323,0.478,0.4416
1/14/2013,2,1,2013,201302,0.3151,0.2059,0.4804,0.3329,0.2911,0.450,0.540,0.313,0.468,0.4314
1/15/2013,2,1,2013,201302,0.3159,0.1861,0.5384,0.3354,0.2836,0.436,0.482,0.321,0.491,0.4361
1/16/2013,2,1,2013,201302,0.3265,0.1808,0.5512,0.3547,0.2922,0.422,0.554,0.328,0.520,0.4409
1/17/2013,2,1,2013,201302,0.3304,0.1822,0.5536,0.3645,0.3050,0.448,0.530,0.331,0.533,0.4473
1/18/2013,2,1,2013,201302,0.3306,0.1881,0.5521,0.3713,0.3107,0.466,0.542,0.333,0.538,0.4548
1/19/2013,2,1,2013,201302,0.3363,0.2053,0.5519,0.3782,0.3165,0.475,0.556,0.334,0.545,0.4615
1/20/2013,2,1,2013,201302,0.3386,0.2105,0.5487,0.3820,0.3189,0.482,0.568,0.335,0.553,0.4663
1/21/2013,2,1,2013,201302,0.3448,0.2121,0.5495,0.3827,0.3216,0.493,0.587,0.340,0.568,0.4754
1/22/2013,2,1,2013,201302,0.3569,0.2160,0.5532,0.3962,0.3305,0.508,0.609,0.344,0.579,0.4942
1/23/2013,2,1,2013,201302,0.3779,0.2262,0.5906,0.4185,0.3569,0.518,0.638,0.358,0.592,0.5177
1/24/2013,2,1,2013,201302,1.2131,0.7134,1.3827,1.4072,1.4088,1.763,2.628,1.280,1.904,2.5157
1/25/2013,2,1,2013,201302,1.0024,0.7967,0.9386,1.0284,1.0375,1.079,1.887,0.825,1.170,1.4175
1/26/2013,2,1,2013,201302,0.8770,0.7329,0.8270,0.8140,0.8582,0.903,1.612,0.669,1.078,1.1633
1/27/2013,2,1,2013,201302,0.8004,0.6112,0.7849,0.7751,0.8033,0.758,1.402,0.617,0.988,1.0535
1/28/2013,2,1,2013,201302,0.6880,0.4975,0.6935,0.6093,0.6278,0.632,1.192,0.555,0.870,1.0209
1/29/2013,2,1,2013,201302,0.6435,0.4632,0.6694,0.5379,0.5642,0.601,1.110,0.535,0.851,0.8211
1/30/2013,2,1,2013,201302,0.6192,0.4467,0.6644,0.5071,0.5293,0.614,1.092,0.530,0.842,0.7838
1/31/2013,2,1,2013,201302,0.6015,0.4255,0.6544,0.4826,0.5071,0.628,1.088,0.523,0.829,0.7674
2/1/2013,2,2,2013,201302,0.5956,0.4134,0.6489,0.4698,0.4971,0.641,1.086,0.518,0.835,0.7622
2/2/2013,2,2,2013,201302,0.5939,0.4154,0.6636,0.4695,0.5059,0.600,1.062,0.511,0.810,0.7411
2/3/2013,2,2,2013,201302,0.6103,0.4247,0.6706,0.4754,0.5228,0.651,1.048,0.506,0.824,0.7335
2/4/2013,2,2,2013,201302,0.6189,0.4396,0.6622,0.4587,0.5203,0.681,1.075,0.511,0.826,0.7521
2/5/2013,2,2,2013,201302,0.6188,0.4473,0.6613,0.4462,0.5214,0.651,1.074,0.508,0.827,0.7527
2/6/2013,2,2,2013,201302,0.6070,0.4414,0.6490,0.4305,0.5117,0.620,1.029,0.495,0.808,0.7229
2/7/2013,2,2,2013,201302,0.5845,0.4298,0.6316,0.4124,0.4882,0.573,0.986,0.491,0.778,0.6937
2/8/2013,2,2,2013,201302,0.5788,0.4164,0.6542,0.4238,0.4885,0.550,0.959,0.487,0.744,0.7273
2/9/2013,2,2,2013,201302,0.5460,0.4013,0.6134,0.3989,0.4592,0.512,0.898,0.460,0.695,0.7050
2/10/2013,2,2,2013,201302,0.5286,0.3906,0.5957,0.3877,0.4402,0.484,0.865,0.426,0.669,0.7202
2/11/2013,2,2,2013,201302,0.5147,0.3727,0.5885,0.3812,0.4285,0.467,0.840,0.422,0.650,0.7981
2/12/2013,2,2,2013,201302,0.5040,0.3895,0.5923,0.3860,0.4293,0.482,0.805,0.417,0.658,0.7326
2/13/2013,2,2,2013,201302,0.4941,0.4328,0.5971,0.3891,0.4436,0.514,0.798,0.442,0.673,0.6413
2/14/2013,2,2,2013,201302,0.4943,0.4338,0.5997,0.3867,0.4424,0.549,0.800,0.452,0.700,0.6200
2/15/2013,2,2,2013,201302,0.4969,0.4330,0.6031,0.3831,0.4468,0.593,0.816,0.466,0.725,0.6391
2/16/2013,2,2,2013,201302,0.4939,0.4409,0.6065,0.3775,0.4519,0.550,0.819,0.461,0.714,0.6311
2/17/2013,2,2,2013,201302,0.4899,0.4308,0.6000,0.3690,0.4467,0.558,0.805,0.452,0.715,0.6195
2/18/2013,2,2,2013,201302,0.4873,0.4264,0.5964,0.3604,0.4416,0.570,0.804,0.454,0.716,0.6205
2/19/2013,2,2,2013,201302,0.5028,0.4313,0.6158,0.3819,0.4635,0.513,0.796,0.454,0.693,0.6289
2/20/2013,2,2,2013,201302,0.4775,0.4180,0.5998,0.3714,0.4476,0.490,0.762,0.446,0.653,0.6486
2/21/2013,2,2,2013,201302,0.4583,0.4005,0.5772,0.3585,0.4241,0.469,0.740,0.433,0.628,0.5961
2/22/2013,2,2,2013,201302,0.4508,0.3934,0.5727,0.3606,0.4138,0.484,0.738,0.433,0.632,0.5900
2/23/2013,2,2,2013,201302,0.4510,0.3953,0.5753,0.3640,0.4135,0.458,0.710,0.422,0.624,0.5573
2/24/2013,2,2,2013,201302,0.4405,0.3849,0.5668,0.3610,0.4070,0.448,0.699,0.421,0.618,0.5486
2/25/2013,2,2,2013,201302,0.4491,0.3857,0.5769,0.3733,0.4092,0.485,0.694,0.418,0.646,0.5511
2/26/2013,2,2,2013,201302,0.4532,0.3907,0.5770,0.3785,0.4129,0.505,0.693,0.434,0.669,0.5785
2/27/2013,2,2,2013,201302,0.4514,0.3681,0.5753,0.3733,0.4074,0.502,0.694,0.431,0.683,0.5876
2/28/2013,2,2,2013,201302,0.4625,0.3488,0.5848,0.3747,0.4121,0.550,0.718,0.449,0.708,0.6165
3/1/2013,2,3,2013,201302,0.4951,0.3788,0.6138,0.3859,0.4376,0.633,0.791,0.490,0.760,0.6826
3/2/2013,2,3,2013,201302,0.5316,0.4146,0.6633,0.3862,0.4781,0.685,0.888,0.528,0.795,0.7530
3/3/2013,2,3,2013,201302,0.6716,0.4795,0.8313,0.4522,0.6148,0.731,0.963,0.545,0.856,0.8191
3/4/2013,2,3,2013,201302,0.6381,0.4670,0.7136,0.4297,0.5747,0.703,0.957,0.522,0.852,0.7905
3/5/2013,2,3,2013,201302,0.6290,0.4520,0.7022,0.3941,0.5505,0.692,0.995,0.554,0.865,0.8188
3/6/2013,2,3,2013,201302,0.6572,0.4590,0.7382,0.4893,0.6270,0.640,1.026,0.574,0.855,0.8648
3/7/2013,2,3,2013,201302,0.6191,0.4639,0.7112,0.5175,0.6073,0.594,0.955,0.527,0.802,0.7881
3/8/2013,2,3,2013,201302,0.5759,0.4560,0.6662,0.4867,0.5559,0.553,0.908,0.506,0.774,0.7261
3/9/2013,2,3,2013,201302,0.5531,0.4323,0.6452,0.4667,0.5259,0.560,0.889,0.504,0.772,0.7183
3/10/2013,2,3,2013,201302,0.6356,0.4892,0.7093,0.5333,0.6249,0.659,0.921,0.531,0.801,0.7855
3/11/2013,2,3,2013,201302,0.6721,0.4909,0.7210,0.5831,0.6471,0.742,1.008,0.565,0.840,0.8265
3/12/2013,2,3,2013,201302,0.7229,0.5014,0.7487,0.6138,0.6867,0.805,1.151,0.635,0.915,0.9361
3/13/2013,2,3,2013,201302,0.8161,0.5826,0.8434,0.5872,0.7734,0.975,1.459,0.771,1.034,1.1809
3/14/2013,2,3,2013,201302,0.9108,0.6464,0.9263,0.5226,0.8234,1.078,1.778,0.890,1.139,1.4164
3/15/2013,2,3,2013,201302,0.9936,0.6629,0.9553,0.4815,0.8413,1.139,2.017,0.992,1.283,1.6002
3/16/2013,2,3,2013,201302,1.0376,0.6483,0.9337,0.4579,0.8327,1.146,2.124,1.069,1.328,1.6985
3/17/2013,2,3,2013,201302,0.9990,0.6065,0.8734,0.4303,0.7773,1.065,2.112,1.086,1.322,1.6856
3/18/2013,2,3,2013,201302,0.9438,0.5589,0.8292,0.4044,0.7125,0.962,1.983,1.048,1.264,1.5797
3/19/2013,2,3,2013,201302,0.9387,0.5278,0.8286,0.3859,0.6900,1.010,2.048,1.141,1.322,1.6661
3/20/2013,2,3,2013,201302,1.0162,0.5301,0.8651,0.3981,0.7287,1.129,2.219,1.237,1.386,1.8296
3/21/2013,2,3,2013,201302,0.9429,0.5154,0.8080,0.3820,0.6748,0.959,2.110,1.224,1.342,1.7388
3/22/2013,2,3,2013,201302,0.8943,0.4974,0.7808,0.3793,0.6419,0.876,2.014,1.202,1.288,1.6638
3/23/2013,2,3,2013,201302,0.8500,0.4741,0.7452,0.3673,0.6030,0.866,1.927,1.213,1.248,1.6193
3/24/2013,2,3,2013,201302,0.8364,0.4570,0.7285,0.3510,0.5802,0.879,1.966,1.301,1.238,1.6873
3/25/2013,2,3,2013,201302,0.8028,0.4490,0.7183,0.3402,0.5585,0.829,1.931,1.289,1.203,1.6560
3/26/2013,2,3,2013,201302,0.7958,0.4196,0.7032,0.3296,0.5430,0.848,1.916,1.348,1.194,1.6863
3/27/2013,2,3,2013,201302,0.7736,0.3968,0.6941,0.3260,0.5318,0.836,1.898,1.326,1.167,1.6575
3/28/2013,2,3,2013,201302,0.7526,0.3890,0.6821,0.3232,0.5188,0.818,1.850,1.330,1.181,1.6368
3/29/2013,2,3,2013,201302,0.7304,0.3834,0.6594,0.3094,0.4946,0.834,1.908,1.477,1.186,1.7556
3/30/2013,2,3,2013,201302,0.7161,0.3693,0.6462,0.2977,0.4770,0.834,2.018,1.590,1.210,1.8722
3/31/2013,2,3,2013,201302,1.2723,0.4535,0.9999,0.5105,0.8138,1.521,2.469,1.879,1.564,2.4152
4/1/2013,3,4,2013,201303,0.9783,0.4370,0.8187,0.4541,0.6892,1.109,2.254,1.668,1.381,2.0868
4/2/2013,3,4,2013,201303,0.8540,0.4254,0.7386,0.4095,0.6167,0.908,2.064,1.568,1.268,1.8799
4/3/2013,3,4,2013,201303,0.7841,0.4150,0.6946,0.3590,0.5524,0.870,2.050,1.675,1.232,1.9364
4/4/2013,3,4,2013,201303,0.7806,0.4025,0.6962,0.3518,0.5370,0.873,2.055,1.714,1.229,1.9580
4/5/2013,3,4,2013,201303,0.7373,0.3981,0.6695,0.3472,0.5149,0.814,1.990,1.716,1.217,1.9141
4/6/2013,3,4,2013,201303,0.7153,0.3891,0.6624,0.3440,0.4984,0.796,1.985,1.780,1.218,1.9357
4/7/2013,3,4,2013,201303,0.6958,0.3894,0.6549,0.3414,0.4881,0.773,2.002,1.832,1.219,1.9530
4/8/2013,3,4,2013,201303,0.7829,0.4108,0.7482,0.4175,0.5482,0.853,1.936,1.798,1.233,1.9126
4/9/2013,3,4,2013,201303,0.6725,0.3896,0.6761,0.3996,0.4934,0.895,1.829,1.680,1.163,1.7792
4/10/2013,3,4,2013,201303,0.6222,0.3698,0.6362,0.3595,0.4533,0.857,1.824,1.779,1.089,1.8291
4/11/2013,3,4,2013,201303,0.6142,0.3713,0.6235,0.3409,0.4342,0.814,1.896,1.902,1.093,1.9218
4/12/2013,3,4,2013,201303,0.5980,0.3724,0.6077,0.3242,0.4213,0.793,1.957,2.040,1.085,2.0273
4/13/2013,3,4,2013,201303,0.5644,0.3622,0.5914,0.3087,0.3995,0.749,1.960,2.063,1.057,2.0285
4/14/2013,3,4,2013,201303,0.5450,0.3578,0.5840,0.3047,0.3896,0.718,1.958,2.072,1.010,2.0223
4/15/2013,3,4,2013,201303,0.5365,0.3490,0.5864,0.3078,0.3848,0.693,1.829,1.933,0.933,1.8653
4/16/2013,3,4,2013,201303,0.5695,0.3413,0.6199,0.3263,0.4009,0.744,1.699,1.804,0.920,1.7416
4/17/2013,3,4,2013,201303,0.6245,0.3235,0.6254,0.3370,0.4080,0.852,1.649,1.756,0.924,1.8006
4/18/2013,3,4,2013,201303,0.5290,0.3150,0.5813,0.3135,0.3730,0.736,1.610,1.745,0.888,1.6646
4/19/2013,3,4,2013,201303,0.4920,0.3165,0.5629,0.2949,0.3550,0.676,1.564,1.748,0.846,1.6468
4/20/2013,3,4,2013,201303,0.4699,0.3208,0.5494,0.2834,0.3467,0.641,1.582,1.805,0.826,1.6828
4/21/2013,3,4,2013,201303,0.4481,0.3247,0.5373,0.2721,0.3386,0.613,1.589,1.839,0.811,1.7082
4/22/2013,3,4,2013,201303,0.4285,0.3255,0.5273,0.2651,0.3313,0.583,1.588,1.873,0.799,1.7254
4/23/2013,3,4,2013,201303,0.4084,0.3248,0.5162,0.2581,0.3183,0.538,1.557,1.880,0.779,1.6972
4/24/2013,3,4,2013,201303,0.3868,0.3331,0.5031,0.2498,0.3055,0.453,1.457,1.790,0.743,1.5928
4/25/2013,3,4,2013,201303,0.3741,0.3144,0.5016,0.2478,0.2987,0.438,1.428,1.762,0.722,1.5587
4/26/2013,3,4,2013,201303,0.3681,0.3160,0.5004,0.2475,0.2953,0.423,1.336,1.666,0.692,1.4620
4/27/2013,3,4,2013,201303,0.3441,0.3208,0.4869,0.2368,0.2808,0.396,1.265,1.604,0.664,1.3887
4/28/2013,3,4,2013,201303,0.3342,0.3259,0.4809,0.2319,0.2747,0.381,1.241,1.594,0.656,1.3721
4/29/2013,3,4,2013,201303,0.3193,0.3291,0.4727,0.2265,0.2698,0.365,1.163,1.519,0.633,1.2909
4/30/2013,3,4,2013,201303,0.3094,0.3235,0.4696,0.2210,0.2636,0.358,1.098,1.455,0.624,1.2245
5/1/2013,3,5,2013,201303,0.2956,0.3089,0.4647,0.2149,0.2558,0.350,1.028,1.373,0.603,1.1468
5/2/2013,3,5,2013,201303,0.2772,0.2994,0.4551,0.2084,0.2463,0.329,0.934,1.280,0.574,1.0596
5/3/2013,3,5,2013,201303,0.2695,0.3069,0.4515,0.2054,0.2407,0.316,0.872,1.225,0.550,1.0030
5/4/2013,3,5,2013,201303,0.2625,0.3122,0.4494,0.2031,0.2360,0.310,0.831,1.187,0.538,0.9608
5/5/2013,3,5,2013,201303,0.2604,0.2886,0.4526,0.2012,0.2345,0.308,0.786,1.144,0.523,0.9201
5/6/2013,3,5,2013,201303,0.3952,0.2879,0.5271,0.2279,0.2866,0.510,0.943,1.307,0.610,1.1161
5/7/2013,3,5,2013,201303,0.4533,0.2640,0.5779,0.3071,0.3344,0.789,1.203,1.548,0.683,1.4249
5/8/2013,3,5,2013,201303,0.3866,0.2322,0.5180,0.2821,0.3032,0.545,0.982,1.281,0.628,1.1391
5/9/2013,3,5,2013,201303,0.3817,0.2372,0.5396,0.2792,0.3021,0.547,0.945,1.201,0.616,1.0914
5/10/2013,3,5,2013,201303,0.3569,0.2550,0.5006,0.2682,0.2889,0.456,0.839,1.102,0.574,0.9881
5/11/2013,3,5,2013,201303,0.2975,0.2622,0.4624,0.2360,0.2559,0.377,0.739,1.005,0.523,0.8860
5/12/2013,3,5,2013,201303,0.2628,0.2641,0.4444,0.2187,0.2361,0.338,0.683,0.946,0.497,0.8292
5/13/2013,3,5,2013,201303,0.2415,0.2653,0.4333,0.2079,0.2238,0.313,0.621,0.889,0.474,0.7709
5/14/2013,3,5,2013,201303,0.2338,0.2532,0.4336,0.2047,0.2197,0.304,0.599,0.863,0.467,0.7408
5/15/2013,3,5,2013,201303,0.2301,0.2491,0.4311,0.2025,0.2169,0.307,0.581,0.841,0.459,0.7214
5/16/2013,3,5,2013,201303,0.2379,0.2294,0.4456,0.2063,0.2189,0.325,0.570,0.841,0.460,0.7147
5/17/2013,3,5,2013,201303,0.2574,0.2245,0.4560,0.2195,0.2274,0.358,0.604,0.858,0.471,0.7349
5/18/2013,3,5,2013,201303,0.2384,0.2246,0.4361,0.2067,0.2158,0.340,0.574,0.818,0.457,0.7004
5/19/2013,3,5,2013,201303,0.2205,0.2239,0.4238,0.1975,0.2052,0.308,0.526,0.772,0.437,0.6473
5/20/2013,3,5,2013,201303,0.2111,0.2339,0.4166,0.1940,0.1990,0.296,0.501,0.743,0.428,0.6173
5/21/2013,3,5,2013,201303,0.1951,0.1963,0.4088,0.1893,0.1921,0.277,0.474,0.703,0.416,0.5850
5/22/2013,3,5,2013,201303,0.1910,0.1338,0.4134,0.1918,0.1936,0.260,0.467,0.675,0.406,0.5663
5/23/2013,3,5,2013,201303,0.1889,0.1258,0.4127,0.1916,0.1918,0.266,0.466,0.669,0.399,0.5577
5/24/2013,3,5,2013,201303,0.1844,0.1275,0.4097,0.1895,0.1888,0.266,0.446,0.645,0.391,0.5369
5/25/2013,3,5,2013,201303,0.1810,0.1273,0.4049,0.1861,0.1853,0.259,0.438,0.629,0.385,0.5214
5/26/2013,3,5,2013,201303,0.1774,0.1250,0.4047,0.1831,0.1826,0.258,0.431,0.620,0.381,0.5131
5/27/2013,3,5,2013,201303,0.1817,0.1250,0.4116,0.1845,0.1846,0.267,0.432,0.619,0.382,0.5122
5/28/2013,3,5,2013,201303,0.1983,0.1290,0.4227,0.1907,0.1932,0.294,0.459,0.638,0.392,0.5386
5/29/2013,3,5,2013,201303,0.1919,0.1355,0.4107,0.1865,0.1872,0.298,0.460,0.631,0.388,0.5351
5/30/2013,3,5,2013,201303,0.1760,0.1404,0.3966,0.1772,0.1769,0.270,0.423,0.588,0.369,0.4957
5/31/2013,3,5,2013,201303,0.1601,0.1411,0.3858,0.1683,0.1665,0.242,0.380,0.548,0.353,0.4514
6/1/2013,3,6,2013,201303,0.1494,0.1561,0.3751,0.1608,0.1598,0.224,0.354,0.519,0.343,0.4241
6/2/2013,3,6,2013,201303,0.1439,0.1606,0.3686,0.1543,0.1548,0.210,0.336,0.498,0.331,0.4033
6/3/2013,3,6,2013,201303,0.1402,0.1553,0.3698,0.1507,0.1532,0.206,0.326,0.488,0.329,0.3930
6/4/2013,3,6,2013,201303,0.1398,0.1516,0.3771,0.1514,0.1543,0.245,0.306,0.479,0.326,0.3572
6/5/2013,3,6,2013,201303,0.1486,0.1559,0.3659,0.1460,0.1504,0.184,0.286,0.455,0.314,0.3408
6/6/2013,3,6,2013,201303,0.1540,0.1666,0.3534,0.1414,0.1442,0.167,0.262,0.430,0.301,0.3160
6/7/2013,3,6,2013,201303,0.1454,0.1770,0.3462,0.1351,0.1385,0.157,0.245,0.411,0.293,0.2980
6/8/2013,3,6,2013,201303,0.1366,0.1918,0.3365,0.1279,0.1314,0.149,0.229,0.391,0.284,0.2845
6/9/2013,3,6,2013,201303,0.1373,0.1792,0.3433,0.1276,0.1316,0.153,0.228,0.387,0.287,0.2838
6/10/2013,3,6,2013,201303,0.1525,0.1505,0.3651,0.1376,0.1417,0.170,0.250,0.403,0.303,0.3014
6/11/2013,3,6,2013,201303,0.1426,0.1554,0.3455,0.1278,0.1341,0.169,0.240,0.387,0.292,0.2933
6/12/2013,3,6,2013,201303,0.1310,0.1566,0.3352,0.1248,0.1233,0.154,0.220,0.364,0.276,0.2716
6/13/2013,3,6,2013,201303,0.1277,0.1451,0.3337,0.1239,0.1215,0.146,0.214,0.357,0.273,0.2627
6/14/2013,3,6,2013,201303,0.1218,0.1463,0.3310,0.1223,0.1198,0.143,0.205,0.344,0.268,0.2511
6/15/2013,3,6,2013,201303,0.1197,0.1466,0.3270,0.1198,0.1177,0.141,0.199,0.335,0.264,0.2440
6/16/2013,3,6,2013,201303,0.1165,0.1521,0.3249,0.1182,0.1153,0.140,0.197,0.328,0.263,0.2386
6/17/2013,3,6,2013,201303,0.1136,0.1510,0.3237,0.1172,0.1145,0.138,0.193,0.321,0.262,0.2355
6/18/2013,3,6,2013,201303,0.1138,0.1472,0.3233,0.1163,0.1135,0.133,0.190,0.317,0.260,0.2230
6/19/2013,3,6,2013,201303,0.1117,0.1183,0.3269,0.1179,0.1147,0.128,0.193,0.317,0.262,0.2002
6/20/2013,3,6,2013,201303,0.1012,0.0887,0.3209,0.1149,0.1068,0.129,0.185,0.306,0.256,0.1941
6/21/2013,3,6,2013,201303,0.0977,0.0909,0.3169,0.1122,0.1028,0.127,0.177,0.294,0.254,0.1889
6/22/2013,3,6,2013,201303,0.0942,0.0945,0.3132,0.1100,0.1009,0.123,0.172,0.287,0.252,0.1831
6/23/2013,3,6,2013,201303,0.0946,0.0909,0.3240,0.1138,0.1011,0.129,0.177,0.290,0.255,0.1866
6/24/2013,3,6,2013,201303,0.1097,0.0875,0.3450,0.1201,0.1105,0.148,0.200,0.309,0.273,0.2071
6/25/2013,3,6,2013,201303,0.1068,0.0959,0.3271,0.1105,0.1109,0.149,0.204,0.309,0.271,0.2122
6/26/2013,3,6,2013,201303,0.0965,0.1041,0.3135,0.1049,0.1038,0.137,0.188,0.291,0.255,0.1943
6/27/2013,3,6,2013,201303,0.0870,0.1091,0.3044,0.0996,0.0981,0.127,0.166,0.273,0.241,0.1740
6/28/2013,3,6,2013,201303,0.0785,0.1183,0.2962,0.0948,0.0947,0.120,0.152,0.258,0.231,0.1597
6/29/2013,3,6,2013,201303,0.0724,0.1288,0.2879,0.0911,0.0920,0.114,0.143,0.249,0.224,0.1488
6/30/2013,3,6,2013,201303,0.0649,0.1352,0.2813,0.0876,0.0884,0.111,0.134,0.240,0.223,0.1399
7/1/2013,4,7,2013,201304,0.0596,0.1401,0.2859,0.0860,0.0851,0.113,0.132,0.235,0.225,0.1360
7/2/2013,4,7,2013,201304,0.0574,0.1403,0.2875,0.0867,0.0845,0.119,0.129,0.227,0.240,0.1338
7/3/2013,4,7,2013,201304,0.0547,0.1196,0.2740,0.0826,0.0780,0.111,0.119,0.218,0.225,0.1340
7/4/2013,4,7,2013,201304,0.0520,0.0971,0.2691,0.0804,0.0750,0.102,0.105,0.206,0.202,0.1433
7/5/2013,4,7,2013,201304,0.0506,0.0978,0.2663,0.0793,0.0736,0.100,0.102,0.200,0.202,0.1375
7/6/2013,4,7,2013,201304,0.0470,0.0901,0.2619,0.0785,0.0709,0.096,0.096,0.192,0.195,0.1296
7/7/2013,4,7,2013,201304,0.0448,0.0868,0.2543,0.0771,0.0684,0.093,0.089,0.185,0.191,0.1236
7/8/2013,4,7,2013,201304,0.0436,0.0843,0.2503,0.0751,0.0654,0.090,0.085,0.178,0.187,0.1179
7/9/2013,4,7,2013,201304,0.0404,0.0858,0.2467,0.0743,0.0637,0.088,0.082,0.173,0.184,0.1143
7/10/2013,4,7,2013,201304,0.0346,0.0846,0.2615,0.0773,0.0653,0.090,0.085,0.173,0.188,0.1149
7/11/2013,4,7,2013,201304,0.0402,0.0808,0.2685,0.0770,0.0682,0.111,0.111,0.192,0.225,0.1355
7/12/2013,4,7,2013,201304,0.0357,0.0808,0.2547,0.0756,0.0641,0.107,0.096,0.179,0.198,0.1213
7/13/2013,4,7,2013,201304,0.0330,0.0829,0.2445,0.0729,0.0613,0.112,0.085,0.168,0.178,0.1115
7/14/2013,4,7,2013,201304,0.0290,0.0891,0.2422,0.0711,0.0597,0.108,0.079,0.161,0.172,0.1074
7/15/2013,4,7,2013,201304,0.0269,0.0892,0.2407,0.0709,0.0585,0.107,0.076,0.157,0.168,0.1040
7/16/2013,4,7,2013,201304,0.0253,0.0841,0.2418,0.0727,0.0589,0.106,0.074,0.155,0.166,0.1029
7/17/2013,4,7,2013,201304,0.0249,0.0717,0.2423,0.0690,0.0597,0.104,0.073,0.152,0.165,0.1016
7/18/2013,4,7,2013,201304,0.0231,0.0713,0.2388,0.0611,0.0576,0.101,0.067,0.148,0.161,0.0984
7/19/2013,4,7,2013,201304,0.0198,0.0796,0.2335,0.0589,0.0568,0.098,0.061,0.142,0.156,0.0943
7/20/2013,4,7,2013,201304,0.0165,0.0850,0.2267,0.0565,0.0553,0.097,0.056,0.137,0.152,0.0913
7/21/2013,4,7,2013,201304,0.0141,0.0859,0.2265,0.0558,0.0554,0.098,0.056,0.137,0.166,0.0923
7/22/2013,4,7,2013,201304,0.0138,0.0798,0.2522,0.0621,0.0593,0.106,0.064,0.143,0.167,0.0991
7/23/2013,4,7,2013,201304,0.0232,0.0791,0.2818,0.0685,0.0683,0.229,0.183,0.224,0.298,0.2121
7/24/2013,4,7,2013,201304,0.0180,0.0835,0.2369,0.0603,0.0583,0.138,0.092,0.160,0.194,0.1258
7/25/2013,4,7,2013,201304,0.0134,0.0844,0.2277,0.0581,0.0549,0.125,0.078,0.147,0.178,0.1131
